CompanyId,Industry,PeriodIndex,Revenue,COGS,GrossProfit,NetProfit,Purchases,Cash_Begin,Cash_End,Inventory_Begin,Inventory_End,AccountsReceivable,OtherAssets,TotalAssets,TotalLiabilities,TotalEquity,InventoryNetInflow,InventoryToAssetsBp,ReceivableToRevenueBp
RETL019,retail,6,137560,100022,37538,13357,101083,33450,37249,30740,31801,12052,64487,145589,73244,72345,1061,2184,876
RETL019,retail,7,143075,103871,39204,18696,105627,37249,31277,31801,33557,13298,73294,151426,76180,75246,1756,2216,929
RETL019,retail,8,148115,108632,39483,12902,110385,31277,48870,33557,35310,12808,59772,156760,78864,77896,1753,2252,865
RETL020,retail,1,24590,18033,6557,2213,18736,7559,8685,4302,5005,858,14710,29258,18139,11119,703,1711,349
RETL020,retail,2,25304,18809,6495,3003,18826,8685,9467,5005,5022,836,14783,30108,18666,11442,17,1668,330
RETL020,retail,3,26154,19217,6937,2788,19483,9467,5392,5022,5288,973,19466,31119,19293,11826,266,1699,372
RETL020,retail,4,27459,20427,7032,2532,20592,5392,6733,5288,5453,855,19631,32672,20255,12417,165,1669,311
RETL020,retail,5,28638,21026,7612,2680,21332,6733,10843,5453,5759,971,16502,34075,21125,12950,306,1690,339
RETL020,retail,6,29328,21898,7430,3631,22096,10843,9120,5759,5957,1039,18780,34896,21634,13262,198,1707,354
RETL020,retail,7,30424,22576,7848,2053,22662,9120,7273,5957,6043,909,21975,36200,22443,13757,86,1669,299
RETL020,retail,8,31467,23368,8099,3672,23734,7273,10495,6043,6409,1055,19482,37441,23212,14229,366,1712,335
RETL021,retail,1,127358,98577,28781,14903,102610,36207,41022,23868,27901,8217,59882,137022,75021,62001,4033,2036,645
RETL021,retail,2,132105,102723,29382,11355,103621,41022,45452,27901,28799,9150,58728,142129,77817,64312,898,2026,693
RETL021,retail,3,135518,104418,31100,9666,106226,45452,37795,28799,30607,8900,68499,145801,79828,65973,1808,2099,657
RETL021,retail,4,139511,107320,32191,9383,107642,37795,39702,30607,30929,8760,70706,150097,82180,67917,322,2061,628
RETL021,retail,5,146296,114684,31612,8612,116567,39702,20947,30929,32812,10150,93488,157397,86177,71220,1883,2085,694
RETL021,retail,6,153445,118767,34678,14115,119484,20947,51104,32812,33529,10504,69951,165088,90387,74701,717,2031,685
RETL021,retail,7,162105,125044,37061,14891,127560,51104,23109,33529,36045,10152,105100,174406,95489,78917,2516,2067,626
RETL021,retail,8,170569,133424,37145,12624,135299,23109,29704,36045,37920,10345,105543,183512,100475,83037,1875,2066,606
RETL022,retail,1,173051,129919,43132,11900,130967,69631,68648,56436,57484,5836,92013,223981,121883,102098,1048,2566,337
RETL022,retail,2,179666,134440,45226,12337,138183,68648,52809,57484,61227,5555,112952,232543,126542,106001,3743,2633,309
RETL022,retail,3,184712,138911,45801,15078,138760,52809,35420,61227,61076,6354,136224,239074,130096,108978,-151,2555,344
RETL022,retail,4,186646,140240,46406,21055,142565,35420,64928,61076,63401,5936,107312,241577,131458,110119,2325,2624,318
RETL022,retail,5,188775,140458,48317,12094,140816,64928,27956,63401,63759,6424,146194,244333,132957,111376,358,2610,340
RETL022,retail,6,196038,145986,50052,12820,148937,27956,69635,63759,66710,7344,110044,253733,138073,115660,2951,2629,375
RETL022,retail,7,202534,150800,51734,24594,151059,69635,73248,66710,66969,6343,115581,262141,142648,119493,259,2555,313
RETL022,retail,8,209960,157969,51991,19848,161084,73248,55028,66969,70084,8001,138640,271753,147878,123875,3115,2579,381
RETL023,retail,1,97820,73782,24038,12055,75537,33164,33166,25014,26769,6379,58963,125277,48290,76987,1755,2137,652
RETL023,retail,2,102967,77364,25603,10919,78526,33166,14688,26769,27931,6502,82747,131868,50831,81037,1162,2118,631
RETL023,retail,3,108919,82074,26845,12486,83600,14688,38810,27931,29457,7224,64000,139491,53769,85722,1526,2112,663
RETL023,retail,4,113533,85107,28426,7112,86686,38810,36789,29457,31036,7251,70324,145400,56047,89353,1579,2135,639
RETL023,retail,5,118772,89580,29192,13265,91113,36789,26066,31036,32569,7870,85605,152110,58633,93477,1533,2141,663
RETL023,retail,6,125667,94498,31169,16385,97021,26066,44184,32569,35092,8529,73135,160940,62037,98903,2523,2180,679
RETL023,retail,7,132102,100468,31634,12852,101663,44184,50981,35092,36287,8694,73219,169181,65213,103968,1195,2145,658
RETL023,retail,8,135684,102739,32945,9309,103671,50981,25110,36287,37219,8478,102962,173769,66982,106787,932,2142,625
RETL024,retail,1,22968,16649,6319,1873,17253,7835,8171,5178,5782,777,11440,26170,15544,10626,604,2209,338
RETL024,retail,2,24182,17750,6432,2534,18078,8171,9280,5782,6110,789,11374,27553,16366,11187,328,2218,326
RETL024,retail,3,24865,18002,6863,2424,18296,9280,6450,6110,6404,832,14645,28331,16828,11503,294,2260,335
RETL024,retail,4,25379,18395,6984,3051,18443,6450,6549,6404,6452,944,14972,28917,17176,11741,48,2231,372
RETL024,retail,5,26212,19123,7089,3842,19432,6549,8788,6452,6761,780,13537,29866,17740,12126,309,2264,298
RETL024,retail,6,27422,20015,7407,3545,20310,8788,4484,6761,7056,850,18854,31244,18558,12686,295,2258,310
RETL024,retail,7,28298,20671,7627,3783,20763,4484,5492,7056,7148,900,18702,32242,19151,13091,92,2217,318
RETL024,retail,8,29458,21694,7764,2877,22106,5492,9150,7148,7560,1056,15798,33564,19936,13628,412,2252,358
RETL025,retail,1,107158,77731,29427,7749,77743,39768,38739,35619,35631,5282,55554,135206,75455,59751,12,2635,493
RETL025,retail,2,113480,82117,31363,12557,83625,38739,21688,35631,37139,5643,78713,143183,79907,63276,1508,2594,497
RETL025,retail,3,120835,88279,32556,10082,90511,21688,23285,37139,39371,6149,83658,152463,85086,67377,2232,2582,509
RETL025,retail,4,127739,92662,35077,15110,95520,23285,40001,39371,42229,7323,71621,161174,89947,71227,2858,2620,573
RETL025,retail,5,132963,96808,36155,15783,98139,40001,27170,42229,43560,7721,89314,167765,93625,74140,1331,2596,581
RETL025,retail,6,137561,98668,38893,20051,100658,27170,42413,43560,45550,7433,78171,173567,96863,76704,1990,2624,540
RETL025,retail,7,142850,103938,38912,16719,104879,42413,34463,45550,46491,8296,90990,180240,100587,79653,941,2579,581
RETL025,retail,8,148369,108257,40112,19710,111125,34463,40446,46491,49359,7506,89893,187204,104474,82730,2868,2637,506
RETL026,retail,1,51763,40472,11291,3830,41464,8131,9129,7379,8371,4273,28474,50247,21524,28723,992,1666,825
RETL026,retail,2,52659,41431,11228,5769,41540,9129,6441,8371,8480,4114,32082,51117,21896,29221,109,1659,781
RETL026,retail,3,53232,41179,12053,3883,41574,6441,10624,8480,8875,4298,27876,51673,22134,29539,395,1718,807
RETL026,retail,4,53604,42135,11469,4106,41984,10624,13009,8875,8724,4273,26029,52035,22289,29746,-151,1677,797
RETL026,retail,5,54035,42286,11749,4072,42529,13009,12542,8724,8967,4470,26474,52453,22468,29985,243,1710,827
RETL026,retail,6,54465,42878,11587,4377,42927,12542,11765,8967,9016,4121,27968,52870,22647,30223,49,1705,757
RETL026,retail,7,54691,43020,11671,5072,42892,11765,10481,9016,8888,4565,29156,53090,22741,30349,-128,1674,835
RETL026,retail,8,54474,42408,12066,5738,42264,10481,11031,8888,8744,4324,28780,52879,22651,30228,-144,1654,794
RETL027,retail,1,97405,75499,21906,7654,76549,28924,29016,20173,21223,2729,73984,126952,72574,54378,1050,1672,280
RETL027,retail,2,102019,78954,23065,11663,80950,29016,42479,21223,23219,3472,63795,132965,76011,56954,1996,1746,340
RETL027,retail,3,107082,82798,24284,10721,83886,42479,34075,23219,24307,3345,77837,139564,79783,59781,1088,1742,312
RETL027,retail,4,113060,88091,24969,13447,89312,34075,26496,24307,25528,3898,91433,147355,84237,63118,1221,1732,345
RETL027,retail,5,119151,92216,26935,11368,93737,26496,40147,25528,27049,4236,83862,155294,88776,66518,1521,1742,356
RETL027,retail,6,122847,94648,28199,13782,94614,40147,36411,27049,27015,4144,92541,160111,91529,68582,-34,1687,337
RETL027,retail,7,125188,98026,27162,7525,99326,36411,47789,27015,28315,3955,83103,163162,93274,69888,1300,1735,316
RETL027,retail,8,126871,97948,28923,7967,97605,47789,40594,28315,27972,3614,93176,165356,94528,70828,-343,1692,285
RETL028,retail,1,81887,63036,18851,5213,65557,10030,9950,19852,22373,4598,49442,86363,48546,37817,2521,2591,562
RETL028,retail,2,85646,65694,19952,10614,66486,9950,27221,22373,23165,5069,34873,90328,50775,39553,792,2565,592
RETL028,retail,3,89652,68077,21575,9953,69259,27221,11280,23165,24347,5181,53745,94553,53150,41403,1182,2575,578
RETL028,retail,4,94168,71289,22879,12123,71953,11280,14931,24347,25011,5767,53606,99315,55827,43488,664,2518,612
RETL028,retail,5,98239,74425,23814,8447,76232,14931,25690,25011,26818,5320,45781,103609,58241,45368,1807,2588,542
RETL028,retail,6,100871,77392,23479,9831,77313,25690,25653,26818,26739,5489,48504,106385,59801,46584,-79,2513,544
RETL028,retail,7,104304,79269,25035,6376,80524,25653,16156,26739,27994,5800,60055,110005,61836,48169,1255,2545,556
RETL028,retail,8,106903,82271,24632,11080,82612,16156,26633,27994,28335,5821,51958,112747,63377,49370,341,2513,545
RETL029,retail,1,44760,32341,12419,5660,32668,13425,13761,13365,13692,2769,22399,52621,32770,19851,327,2602,619
RETL029,retail,2,46060,33545,12515,4145,34071,13761,9179,13692,14218,2972,27780,54149,33721,20428,526,2626,645
RETL029,retail,3,48218,34659,13559,5073,35213,9179,11283,14218,14772,3147,27484,56686,35301,21385,554,2606,653
RETL029,retail,4,49748,35906,13842,6762,36473,11283,9440,14772,15339,2958,30748,58485,36422,22063,567,2623,595
RETL029,retail,5,51655,37114,14541,7819,37686,9440,12539,15339,15911,3365,28912,60727,37818,22909,572,2620,651
RETL029,retail,6,53943,38704,15239,5748,39197,12539,10190,15911,16404,3339,33484,63417,39493,23924,493,2587,619
RETL029,retail,7,55736,40271,15465,7598,41009,10190,12648,16404,17142,3415,32320,65525,40806,24719,738,2616,613
RETL029,retail,8,57977,42177,15800,7154,42793,12648,11886,17142,17758,3441,35074,68159,42446,25713,616,2605,594
RETL030,retail,1,66330,48043,18287,10053,49450,9328,8964,14549,15956,3982,50564,79466,40466,39000,1407,2008,600
RETL030,retail,2,66737,48109,18628,8641,48594,8964,17050,15956,16441,4536,41927,79954,40715,39239,485,2056,680
RETL030,retail,3,69050,50195,18855,9968,50943,17050,13787,16441,17189,4649,47100,82725,42126,40599,748,2078,673
RETL030,retail,4,70328,50422,19906,10498,50423,13787,21022,17189,17190,4505,41539,84256,42906,41350,1,2040,641
RETL030,retail,5,71421,51506,19915,5835,51512,21022,25170,17190,17196,4339,38861,85566,43573,41993,6,2010,608
RETL030,retail,6,73529,52873,20656,10201,53550,25170,27100,17196,17873,4817,38301,88091,44858,43233,677,2029,655
RETL030,retail,7,75852,54192,21660,11039,54856,27100,17953,17873,18537,4822,49562,90874,46276,44598,664,2040,636
RETL030,retail,8,77884,56286,21598,9679,56788,17953,19335,18537,19039,5006,49929,93309,47516,45793,502,2040,643
RETL031,retail,1,186130,145207,40923,16755,148384,34000,39664,47990,51167,10211,91219,192261,92897,99364,3177,2661,549
RETL031,retail,2,191937,151472,40465,16158,153392,39664,24051,51167,53087,10029,111093,198260,95796,102464,1920,2678,523
RETL031,retail,3,194556,153782,40774,12369,154262,24051,56918,53087,53567,10086,80394,200965,97103,103862,480,2665,518
RETL031,retail,4,196224,155397,40827,15417,156967,56918,60400,53567,55137,9559,77592,202688,97936,104752,1570,2720,487
RETL031,retail,5,203077,158797,44280,24209,159368,60400,62316,55137,55708,10498,81245,209767,101356,108411,571,2656,517
RETL031,retail,6,206568,162581,43987,20165,163960,62316,34026,55708,57087,9721,112539,213373,103098,110275,1379,2675,471
RETL031,retail,7,209896,166227,43669,16578,167463,34026,28671,57087,58323,9937,119879,216810,104759,112051,1236,2690,473
RETL031,retail,8,218254,172655,45599,12444,175021,28671,32518,58323,60689,10417,121820,225444,108931,116513,2366,2692,477
RETL032,retail,1,137327,110455,26872,8493,112410,48425,46152,22487,24442,7598,57066,135258,69863,65395,1955,1807,553
RETL032,retail,2,144483,115774,28709,9225,116716,46152,16745,24442,25384,8358,91819,142306,73503,68803,942,1784,578
RETL032,retail,3,148395,118838,29557,13739,119828,16745,28649,25384,26374,8371,82766,146160,75494,70666,990,1804,564
RETL032,retail,4,154675,124392,30283,12071,125750,28649,22683,26374,27732,8731,93199,152345,78688,73657,1358,1820,564
RETL032,retail,5,158365,126419,31946,16897,126738,22683,19386,27732,28051,8921,99621,155979,80565,75414,319,1798,563
RETL032,retail,6,162944,130241,32703,9037,131035,19386,44701,28051,28845,9636,77307,160489,82895,77594,794,1797,591
RETL032,retail,7,165913,133556,32357,15821,134166,44701,53564,28845,29455,10558,69837,163414,84406,79008,610,1802,636
RETL032,retail,8,170726,136148,34578,13944,137224,53564,32515,29455,30531,10869,94239,168154,86854,81300,1076,1816,637
RETL033,retail,1,90691,67313,23378,6793,67567,18960,21021,22184,22438,3625,50439,97523,39291,58232,254,2301,400
RETL033,retail,2,92078,69162,22916,12257,69445,21021,25477,22438,22721,3648,47168,99014,39891,59123,283,2295,396
RETL033,retail,3,94202,70481,23721,8016,71379,25477,32189,22721,23619,3856,41634,101298,40812,60486,898,2332,409
RETL033,retail,4,96241,71465,24776,7395,72091,32189,24584,23619,24245,3799,50863,103491,41695,61796,626,2343,395
RETL033,retail,5,97178,72178,25000,13076,71841,24584,15683,24245,23908,3828,61079,104498,42101,62397,-337,2288,394
RETL033,retail,6,98495,73380,25115,6498,73821,15683,21269,23908,24349,3367,56930,105915,42672,63243,441,2299,342
RETL033,retail,7,101066,75414,25652,9256,75821,21269,18625,24349,24756,3734,61564,108679,43785,64894,407,2278,369
RETL033,retail,8,104789,78635,26154,10770,79893,18625,27580,24756,26014,4367,54722,112683,45398,67285,1258,2309,417
RETL034,retail,1,157666,126328,31338,14291,126867,37169,37860,37350,37889,5877,120875,202501,119029,83472,539,1871,373
RETL034,retail,2,161180,129188,31992,14832,130556,37860,59895,37889,39257,5160,102703,207015,121682,85333,1368,1896,320
RETL034,retail,3,167946,134039,33907,16318,134676,59895,50778,39257,39894,6606,118427,215705,126790,88915,637,1849,393
RETL034,retail,4,175992,141167,34825,12028,143563,50778,52156,39894,42290,6988,124605,226039,132864,93175,2396,1871,397
RETL034,retail,5,186337,147884,38453,21109,150939,52156,36702,42290,45345,6505,150773,239325,140673,98652,3055,1895,349
RETL034,retail,6,195285,155982,39303,18447,157982,36702,66133,45345,47345,7839,129501,250818,147429,103389,2000,1888,401
RETL034,retail,7,202689,161795,40894,16395,162988,66133,83576,47345,48538,6336,121877,260327,153018,107309,1193,1865,313
RETL034,retail,8,211428,167805,43623,11344,169640,83576,56554,48538,50373,7685,156939,271551,159616,111935,1835,1855,363
RETL035,retail,1,144273,109892,34381,14587,114609,45972,53195,26927,31644,4561,72768,162168,84913,77255,4717,1951,316
RETL035,retail,2,147020,112762,34258,17403,113478,53195,34564,31644,32360,4363,93969,165256,86530,78726,716,1958,297
RETL035,retail,3,151279,115928,35351,14527,116179,34564,38215,32360,32611,4677,94540,170043,89036,81007,251,1918,309
RETL035,retail,4,158520,120316,38204,18594,123268,38215,43666,32611,35563,4728,94225,178182,93298,84884,2952,1996,298
RETL035,retail,5,165684,125013,40671,19023,126112,43666,27034,35563,36662,5942,116597,186235,97515,88720,1099,1969,359
RETL035,retail,6,173486,132292,41194,11585,134431,27034,28553,36662,38801,6062,121588,195004,102106,92898,2139,1990,349
RETL035,retail,7,177482,135314,42168,17530,134870,28553,62153,38801,38357,6054,92932,199496,104458,95038,-444,1923,341
RETL035,retail,8,180502,137542,42960,12995,138255,62153,28439,38357,39070,6448,128934,202891,106236,96655,713,1926,357
RETL036,retail,1,130597,103636,26961,12396,107748,28851,33060,38498,42610,4359,83018,163047,70061,92986,4112,2613,334
RETL036,retail,2,133411,105605,27806,15092,106830,33060,42091,42610,43835,4277,76357,166560,71570,94990,1225,2632,321
RETL036,retail,3,135038,107263,27775,8764,107333,42091,49520,43835,43905,4440,70726,168591,72443,96148,70,2604,329
RETL036,retail,4,138204,109419,28785,15626,110755,49520,19598,43905,45241,4686,103019,172544,74142,98402,1336,2622,339
RETL036,retail,5,143091,111923,31168,11385,112823,19598,52444,45241,46141,4732,75328,178645,76763,101882,900,2583,331
RETL036,retail,6,148055,116084,31971,12561,118744,52444,39396,46141,48801,5867,90779,184843,79427,105416,2660,2640,396
RETL036,retail,7,154205,121873,32332,9982,124010,39396,53328,48801,50938,4866,83389,192521,82726,109795,2137,2646,316
RETL036,retail,8,158913,125883,33030,16642,126378,53328,24163,50938,51433,5825,116978,198399,85252,113147,495,2592,367
RETL037,retail,1,70222,55980,14242,5367,56556,25906,25870,20244,20820,6144,40819,93653,36660,56993,576,2223,875
RETL037,retail,2,73180,58734,14446,4529,59705,25870,11245,20820,21791,6659,57903,97598,38205,59393,971,2233,910
RETL037,retail,3,75629,60242,15387,3881,60554,11245,18476,21791,22103,6759,53526,100864,39483,61381,312,2191,894
RETL037,retail,4,78404,63365,15039,7864,64684,18476,16025,22103,23422,6581,58537,104565,40932,63633,1319,2240,839
RETL037,retail,5,82621,66145,16476,4489,66689,16025,25949,23422,23966,6860,53414,110189,43133,67056,544,2175,830
RETL037,retail,6,87303,70175,17128,7021,71868,25949,29607,23966,25659,7706,53461,116433,45578,70855,1693,2204,883
RETL037,retail,7,91220,72870,18350,4655,74559,29607,16230,25659,27348,7833,70246,121657,47623,74034,1689,2248,859
RETL037,retail,8,94965,76423,18542,7530,77488,16230,34977,27348,28413,8418,54844,126652,49578,77074,1065,2243,886
RETL038,retail,1,131542,103047,28495,12411,109585,25018,26055,39779,46317,4037,97740,174149,73038,101111,6538,2660,307
RETL038,retail,2,134841,104888,29953,8403,106072,26055,54585,46317,47501,4637,71793,178516,74869,103647,1184,2661,344
RETL038,retail,3,136157,106494,29663,7578,106958,54585,20279,47501,47965,3525,108490,180259,75600,104659,464,2661,259
RETL038,retail,4,138649,107694,30955,13019,107525,20279,29100,47965,47796,3664,102998,183558,76984,106574,-169,2604,264
RETL038,retail,5,143112,110845,32267,13096,113352,29100,53681,47796,50303,4859,80623,189466,79462,110004,2507,2655,340
RETL038,retail,6,145778,114965,30813,15953,115732,53681,49394,50303,51070,3747,88785,192996,80942,112054,767,2646,257
RETL038,retail,7,151794,119113,32681,10551,120948,49394,44729,51070,52905,4949,98378,200961,84283,116678,1835,2633,326
RETL038,retail,8,158342,122567,35775,14045,125282,44729,48940,52905,55620,4175,100894,209629,87918,121711,2715,2653,264
RETL039,retail,1,41389,32991,8398,4358,34517,9956,10892,8924,10450,1821,24634,47797,28373,19424,1526,2186,440
RETL039,retail,2,42310,33520,8790,2997,33798,10892,7059,10450,10728,2166,28907,48860,29004,19856,278,2196,512
RETL039,retail,3,43756,34589,9167,3719,34697,7059,12983,10728,10836,2172,24539,50530,29996,20534,108,2144,496
RETL039,retail,4,44932,35621,9311,2766,35903,12983,14780,10836,11118,2229,23761,51888,30802,21086,282,2143,496
RETL039,retail,5,46731,36817,9914,3871,37193,14780,13271,11118,11494,2092,27109,53966,32035,21931,376,2130,448
RETL039,retail,6,49198,39053,10145,3666,40049,13271,6988,11494,12490,2149,35188,56815,33727,23088,996,2198,437
RETL039,retail,7,51824,41324,10500,4309,41695,6988,6847,12490,12861,2580,37559,59847,35527,24320,371,2149,498
RETL039,retail,8,53074,42015,11059,4800,42348,6847,10002,12861,13194,2327,35768,61291,36384,24907,333,2153,438
RETL040,retail,1,44859,33432,11427,4831,34080,12549,13986,9342,9990,1791,21099,46866,29603,17263,648,2132,399
RETL040,retail,2,45529,34369,11160,5729,34217,13986,15222,9990,9838,1792,20714,47566,30045,17521,-152,2068,394
RETL040,retail,3,45773,34438,11335,4720,34621,15222,5606,9838,10021,1881,30313,47821,30206,17615,183,2096,411
RETL040,retail,4,47096,35045,12051,4922,35442,5606,9203,10021,10418,2016,27566,49203,31079,18124,397,2117,428
RETL040,retail,5,47817,35880,11937,4492,35797,9203,10290,10418,10335,2125,27207,49957,31555,18402,-83,2069,444
RETL040,retail,6,48499,36093,12406,3718,36293,10290,13313,10335,10535,1829,24992,50669,32005,18664,200,2079,377
RETL040,retail,7,50450,38137,12313,5472,38868,13313,6401,10535,11266,1967,33073,52707,33292,19415,731,2137,390
RETL040,retail,8,52265,39158,13107,6534,39403,6401,18116,11266,11511,2017,22960,54604,34490,20114,245,2108,386
MANU001,manufacturing,1,47601,33869,13732,5595,34077,16574,19019,9077,9285,10021,23355,61680,34636,27044,208,1505,2105
MANU001,manufacturing,2,49066,34718,14348,7272,35101,19019,16627,9285,9668,10291,26993,63579,35702,27877,383,1521,2097
MANU001,manufacturing,3,49617,35031,14586,4218,35211,16627,11866,9668,9848,10373,32206,64293,36103,28190,180,1532,2091
MANU001,manufacturing,4,50371,35779,14592,6226,36001,11866,13654,9848,10070,10390,31156,65270,36652,28618,222,1543,2063
MANU001,manufacturing,5,52196,37130,15066,5716,37148,13654,11212,10070,10088,10745,35590,67635,37980,29655,18,1492,2059
MANU001,manufacturing,6,54506,38665,15841,7636,39094,11212,19759,10088,10517,11344,29008,70628,39661,30967,429,1489,2081
MANU001,manufacturing,7,57116,40231,16885,5408,41113,19759,15893,10517,11399,12193,34525,74010,41560,32450,882,1540,2135
MANU001,manufacturing,8,60061,42537,17524,7026,43082,15893,9435,11399,11944,12582,43865,77826,43703,34123,545,1535,2095
MANU002,manufacturing,1,64424,43711,20713,11268,44914,14510,16002,9524,10727,8212,27516,62457,39454,23003,1203,1718,1275
MANU002,manufacturing,2,66386,44841,21545,7005,44986,16002,16633,10727,10872,8994,27860,64359,40656,23703,145,1689,1355
MANU002,manufacturing,3,69112,46637,22475,12295,47096,16633,10308,10872,11331,9402,35961,67002,42325,24677,459,1691,1360
MANU002,manufacturing,4,71019,47822,23197,11054,48209,10308,7660,11331,11718,9601,39872,68851,43493,25358,387,1702,1352
MANU002,manufacturing,5,73201,49570,23631,7062,50011,7660,12599,11718,12159,10211,35997,70966,44829,26137,441,1713,1395
MANU002,manufacturing,6,76449,52241,24208,9605,53088,12599,8917,12159,13006,9446,42746,74115,46819,27296,847,1755,1236
MANU002,manufacturing,7,79946,53863,26083,11779,54475,8917,20013,13006,13618,11320,32554,77505,48960,28545,612,1757,1416
MANU002,manufacturing,8,83117,55837,27280,8747,56245,20013,16430,13618,14026,11607,38516,80579,50902,29677,408,1741,1396
MANU003,manufacturing,1,147036,98774,48262,26350,99760,40975,44813,17890,18876,21882,79675,165246,97345,67901,986,1142,1488
MANU003,manufacturing,2,152655,102987,49668,25293,102999,44813,31294,18876,18888,22872,98506,171560,101065,70495,12,1101,1498
MANU003,manufacturing,3,159057,106672,52385,15234,107774,31294,43164,18888,19990,21647,93954,178755,105303,73452,1102,1118,1361
MANU003,manufacturing,4,164629,110290,54339,23995,110831,43164,58756,19990,20531,24552,81178,185017,108992,76025,541,1110,1491
MANU003,manufacturing,5,167491,111910,55581,17149,113222,58756,32922,20531,21843,22943,110526,188234,110887,77347,1312,1160,1370
MANU003,manufacturing,6,169727,113881,55846,24827,113374,32922,24283,21843,21336,23047,122081,190747,112367,78380,-507,1119,1358
MANU003,manufacturing,7,172039,114765,57274,17766,114823,24283,22356,21336,21394,23187,126408,193345,113898,79447,58,1107,1348
MANU003,manufacturing,8,175330,118786,56544,29715,119348,22356,31909,21394,21956,26345,116834,197044,116077,80967,562,1114,1503
MANU004,manufacturing,1,123357,88666,34691,14650,90851,29580,28627,15068,17253,25717,51821,123418,74687,48731,2185,1398,2085
MANU004,manufacturing,2,126465,92493,33972,16757,92621,28627,20678,17253,17381,27127,61342,126528,76569,49959,128,1374,2145
MANU004,manufacturing,3,131791,95986,35805,9326,96273,20678,20200,17381,17668,28000,65988,131856,79793,52063,287,1340,2125
MANU004,manufacturing,4,137546,100467,37079,10132,101188,20200,37314,17668,18389,28744,53167,137614,83278,54336,721,1336,2090
MANU004,manufacturing,5,145244,106312,38932,21377,108095,37314,23664,18389,20172,32109,69371,145316,87939,57377,1783,1388,2211
MANU004,manufacturing,6,150618,109266,41352,16189,110129,23664,21530,20172,21035,33272,74856,150693,91193,59500,863,1396,2209
MANU004,manufacturing,7,157137,112986,44151,16339,113322,21530,29743,21035,21371,34523,71578,157215,95139,62076,336,1359,2197
MANU004,manufacturing,8,163260,117594,45666,16106,119181,29743,27583,21371,22958,35136,77664,163341,98847,64494,1587,1406,2152
MANU005,manufacturing,1,72766,54695,18071,7591,55792,13547,13994,7977,9074,9707,41224,73999,40182,33817,1097,1226,1334
MANU005,manufacturing,2,75737,57046,18691,6172,57314,13994,19396,9074,9342,9561,38721,77020,41822,35198,268,1213,1262
MANU005,manufacturing,3,77199,57915,19284,8322,58320,19396,16231,9342,9747,9307,43222,78507,42630,35877,405,1242,1206
MANU005,manufacturing,4,78453,58129,20324,10625,57993,16231,22707,9747,9611,9423,38041,79782,43322,36460,-136,1205,1201
MANU005,manufacturing,5,80730,60935,19795,6192,61075,22707,13497,9611,9751,10345,48505,82098,44580,37518,140,1188,1281
MANU005,manufacturing,6,84005,63089,20916,8010,63444,13497,21975,9751,10106,9753,43594,85428,46388,39040,355,1183,1161
MANU005,manufacturing,7,88298,66561,21737,7809,67167,21975,20032,10106,10712,11123,47927,89794,48759,41035,606,1193,1260
MANU005,manufacturing,8,93563,69880,23683,6384,70685,20032,30498,10712,11517,12646,40487,95148,51666,43482,805,1210,1352
MANU006,manufacturing,1,83489,58331,25158,11151,59504,8784,9351,11798,12971,19188,52445,93955,52963,40992,1173,1381,2298
MANU006,manufacturing,2,84821,59933,24888,8280,60305,9351,22075,12971,13343,18429,41607,95454,53808,41646,372,1398,2173
MANU006,manufacturing,3,86002,59498,26504,14314,60060,22075,25989,13343,13905,19552,37337,96783,54557,42226,562,1437,2273
MANU006,manufacturing,4,87129,60624,26505,10531,60195,25989,10015,13905,13476,19981,54580,98052,55272,42780,-429,1374,2293
MANU006,manufacturing,5,88073,60990,27083,8294,61277,10015,19400,13476,13763,19311,46640,99114,55871,43243,287,1389,2193
MANU006,manufacturing,6,90910,63242,27668,7299,63785,19400,19643,13763,14306,19983,48375,102307,57671,44636,543,1398,2198
MANU006,manufacturing,7,94902,66062,28840,10984,66666,19643,22755,14306,14910,21593,47541,106799,60203,46596,604,1396,2275
MANU006,manufacturing,8,98608,68719,29889,11310,69389,22755,11186,14910,15580,23118,61086,110970,62554,48416,670,1404,2344
MANU007,manufacturing,1,89572,65478,24094,7317,66834,31600,30626,14069,15425,15936,48708,110695,62332,48363,1356,1393,1779
MANU007,manufacturing,2,93126,68679,24447,8548,69540,30626,32475,15425,16286,17198,49128,115087,64805,50282,861,1415,1847
MANU007,manufacturing,3,94873,70405,24468,12569,70186,32475,23522,16286,16067,16412,61245,117246,66021,51225,-219,1370,1730
MANU007,manufacturing,4,96225,70764,25461,7419,71252,23522,29627,16067,16555,16926,55809,118917,66962,51955,488,1392,1759
MANU007,manufacturing,5,96804,70654,26150,12857,70569,29627,16002,16555,16470,17860,69300,119632,67365,52267,-85,1377,1845
MANU007,manufacturing,6,96715,70319,26396,6783,70553,16002,19897,16470,16704,17648,65273,119522,67303,52219,234,1398,1825
MANU007,manufacturing,7,97843,71239,26604,11936,71249,19897,15886,16704,16714,18137,70179,120916,68088,52828,10,1382,1854
MANU007,manufacturing,8,98893,73029,25864,9829,73375,15886,19455,16714,17060,18055,67644,122214,68819,53395,346,1396,1826
MANU008,manufacturing,1,89847,60801,29046,12513,62138,26487,25991,12177,13514,16105,37719,93329,41949,51380,1337,1448,1792
MANU008,manufacturing,2,90773,60946,29827,9470,61269,25991,14858,13514,13837,17003,48593,94291,42382,51909,323,1467,1873
